0,1
b' VindolandaTrust I know it is insane ':,confusion
b' VindolandaTrust Looking at the photos that might be next century ':,neutral
b' WakefieldPolice Oh wow Was it completely iced over then That must make it cold on board ':,surprise
b' wakeupwithal weatherchannel Good morning ':,admiration
b' WalksBritain OurDoePark metoffice teesriverstrust walkingbookscom DogsAdventure':,neutral
b' WalksBritain OurDoePark OSleisure metoffice teesriverstrust walkingbookscom DogsAdventure':,neutral
b' WalksBritain OurDoePark OSleisure metoffice teesriverstrust walkingbookscom DogsAdventure':,neutral
b' WalmleyGC Thats playable come on dave':,neutral
b' WaterisLife NoDAPL KilltheSnake standingrock':,neutral
b' we have a day trip to Essex planned ':,curiosity
b' weathernetwork StormhunterTWN Bit of a trickle':,neutral
b' WeatherNut27 saberonyx WxmanFranz mcadehaven nynjpaweather crankywxguy Weather Lover':,neutral
b' weathertrending hammondweather I was a young teenager in the 1962 63 freeze in a small Wiltshire vi':,neutral
b' weathertrending rattycastle I remember neither ':,disapproval
b' well help ':,admiration
b' Wenican We laugh bc ppl down south huddle up when its 55 out I just stopped wearing shorts last week ':,neutral
b' WessexWeather I remember there being quite a bit of snow in 1976 or 1977 but I was 3 4 so my memo':,confusion
b' WestOProblems mula402 Same family as Marias in Ralston ':,neutral
b' Wevlove the snow up north and its good for business ':,admiration
b' whec chorvatits whec ptaney whec rcaniglia Pats not impressed http t co 89u6wqeDym':,neutral
b' whec rfath whec chorvatits no just used to tuning whec rcaniglia out he just talks and talks and talks':,neutral
b' whereabouts is this ':,neutral
b' WimborneTownFC PooleTownFC DorsetCFA':,neutral
b' WingsScotland I dont think it will take too long The temperature has risen and were into March so t':,neutral
b' WKBW I think they should dump it all on HannahBuehler front lawn ':,neutral
b' WKBW Say hi to Art Clark for me ':,neutral
b' WKBW Wow':,admiration
b' WKRN Yes please ':,neutral
b' WNEP Ah yes mud season ':,neutral
b' wrbennettnl ryansnoddon BerniceCBC Certainly contributes But are other lakes seeing the same low':,neutral
b' wrbennettnl ryansnoddon BerniceCBC Most other Lake levels are lower than normal from what Ive heard':,neutral
b' WRXavier PaprikaLady JonLeSage4 UreyZen RoyPentland prignano don Fixiefreaky kuhn reinhard':,admiration
b' WRXavier PaprikaLady JonLeSage4 UreyZen RoyPentland prignano don Fixiefreaky kuhn reinhard':,admiration
b' WRXavier PaprikaLady JonLeSage4 UreyZen RoyPentland prignano don Fixiefreaky kuhn reinhard':,admiration
b' WSC magazine JonSpurling1 Could be Port Vale They got their match with Huddersfield on I couldnt get there though Snowed in ':,neutral
b' wusa9 TenaciousTopper MelissaNordWx MiriWeather Bring it on ':,neutral
b' wusa9 TenaciousTopper MelissaNordWx MiriWeather Still putting it down here in a series of light and heavy spells ':,neutral
b' wusa9 TenaciousTopper MelissaNordWx MiriWeather Still snowing pretty heavy in falls church':,admiration
b' XuxaSkye That pool looks excellent':,admiration
b' yep need one of them big ass snow blowers just go by amp chop em up into a dumpster along side':,neutral
b' you Definately have cabin fever':,neutral
b' You were a real trooper You didnt miss a step HAPPY NEW YEAR ':,joy
b' YouTube auspicios day mahaashivraatri to you you guys fasting ':,neutral
b' YouTube Goodnight Kenneth sleep well mate ':,neutral
b' YouTube Hope for springtime weather here too soon What I saw on a short summary Chelsea only had one':,optimism
b' YouTube yaaawn ':,sadness
b' zar iina Fact Checking ':,neutral
b'11am tomorrow according to staff in the store Its Sidwell Street in Exeter Id really expect Tesco to do':,neutral
b'35 here and sunny Even warmer tomorrow and Wednesday Woo hoo ':,neutral
b'4 perspective The free time paradox in America':,neutral
b'5 and Democrac':,neutral
b'5 perspective The Attention Econom':,neutral
b'6C could be a pretty rapid thaw keep your wellies on ':,admiration
b'A cable jack inside our home on Wednesday Yuck':,neutral
b'A few times last week we just let them out to do what they needed to do And it was obviously hidden u':,neutral
b'A helicopter shaped shadow would be good too ':,admiration
b'A lesson in empathy from a 5 year old Me while driving over a series of potholes Eesh This is a horrible road ':,neutral
b'A run out in the car ':,neutral
b'A song about climate change that gives voice to a besieged Planet':,neutral
b'A tragic loss A true melter ':,neutral
b'A walk sounds like a great opportunity to ruminate on your candidacy announcement ':,admiration
b'A1 this is one thing I really dont do FestiveFlavors':,curiosity
b'Aber die Mitarbeiterin im Chat war jetzt super unkompliziert und kompetent ':,sadness
b'About time ':,neutral
b'Absofuckinlutely ':,admiration
b'absolutely DM or email me your shipping info and I will send you some goodies ':,curiosity
b'Absolutely stunning Like a nemesia and foxglove had babies This is so beautiful thanks ':,gratitude
b'Absolutely xx':,admiration
b'According some reading around male mosquitoes are generally smaller ':,neutral
b'Aero innit ':,neutral
b'After the watershed then it must be for adults only ':,neutral
b'Agghh inside ':,neutral
b'agreed ESP Boston Not a bad winter But it all just happened in one month':,disapproval
b'Agreed its going to be messy ':,neutral
b'Ah I wondered were you were ':,surprise
b'aka mud season':,neutral
b'All gone apart from one very sorry looking SnowLady Was fun but glad to get back to normal womaninbizhour':,remorse
b'All good champ Ive not followed the racing as much as Id have liked to Im going blind into Cheltenham ':,admiration
b'All im seeing is the trend down at the end of next week Just in time for more snow for the weekend ':,neutral
b'All the more reason to thaw out your pipes yourself ':,neutral
b'All the years I lived nearby I dont believe I ever saw Cotehele covered in snow Beautiful photo ':,admiration
b'Almost all gone here now Thankfully':,neutral
b'Also if you look for a shop that sells soap making supplies you may find that they sell undilute':,neutral
b'Also there is a drain on the road right outside our house Could it maybe have gotten blocked and the wat':,neutral
b'Always a good thing to know TRUtailgating':,admiration
b'Amen':,neutral
b'Amen I mean Ive been waiting for months to walk about smelling like ICE BLAST':,disappointment
b'Amy Please Run in 2020':,neutral
b'Amy whatcha gonna do I think we are waiting on you ':,curiosity
b'An inch or so has fallen here in Tasburgh roads covered again that had just cleared is there an end in sight really ':,neutral
b'And a 100 chance Im going to freeze in it because nothings going to convince me to wear a winter jacket again':,annoyance
b'And dont forget to stock up on factor 50 The sun may come out between now and November Just saying ':,neutral
b'And flooded streets potentially higher river flows ':,neutral
b'And I thought it was freezing here in Florida Brrrrrr Ha ha ha Happy New Year Beautiful Get to thawing Xoxo':,admiration
b'and me Took me an extra hour to drive to work today Sheet ice early this am Yuck ':,neutral
b'And now were being advised to not use too much water What the fek have they done with it all ':,neutral
b'and so are legends born The Big Thaw snub Mayall':,neutral
b'And to you Engoy Gran Canaria xx':,neutral
b'And well still no doubt get a hosepipe ban in the summer ':,neutral
b'and when you get the fire arrows like whats the fucking point of backtracking to the town when youre already 3 4th':,anger
b'Another Grey Christmas then ':,neutral
b'Any update on the leak on Primrose Road Claughton CH41 Thanks':,gratitude
b'Any update on the leek on Mill Lane CH44 As Ive now lost water pressure I cannot shower my kids ':,approval
b'Anytime Hope it works out well in the end for you Merry Christmas ':,optimism
b'April 14 ':,neutral
b'Arctic ice is getting younger which is not good news The big thaw continues thanks to climate change':,gratitude
b'Arctic ice is getting younger which is not good news The big thaw continues thanks to climate change ':,gratitude
b'Are they noisy ':,neutral
b'Are you applying c complex and topdressing that rug with mm35':,curiosity
b'Arse ':,neutral
b'As sure you have lamps up there for the growing of your tomatoes ':,neutral
b'At dwryfelin School in Neath classrooms the gymnasium and offices have been wrecked by water Its cl':,neutral
b'at least bc payday was yesterday we were able to get enough food ourselves bc some reports say we could be snowstuc':,neutral
b'Atm your probably right but it might thaw quickly lol':,amusement
b'Auditioning for a slot doing the weather ':,neutral
b'Autocorrect they meant to say Thor is coming':,neutral
b'awesome Where have you taken trees down this year Get rid of all the pines and all the non specimen trees ':,admiration
b'Aww hope your warm by no':,optimism
b'Aww thank you Chantelle just about to tackle Sainsburys woo hoo Hope you have a really lo':,optimism
b'Aww thank you I will try my best to keep them as long as possible ':,gratitude
b'Back front and side Its a bit misty put there':,neutral
b'Bacteria related to us ':,neutral
b'Bahahahaha Happy New Year ':,joy
b'Balmy ':,neutral
b'Be an interesting turn of events if they turn out to be winners':,neutral
b'Be like finding Irvine amp Mallory in Everest ':,disapproval
b'Beautiful ':,admiration
b'Beauty deephil11 WebGrrrrl Jade44 4 ABlotz MoreThymeBlog elegantdame sandarwai':,amusement
b'Been awhile doing well I hope ':,optimism
b'Before the big thaw took hold So pretty ':,admiration
b'Best Tip EVER It was my noobie mistake last year Was almost a disaster OhioTalksTurkey':,admiration
b'Bet you cant wait Im not even one bit jealous MUCH Enjoy xx':,joy
b'Better than Antichris t the self mutilation was Gastly Sommbody save Cannes please ':,neutral
b'Big thaw its still bloody snowing in Bargoed xxx':,neutral
b'Biggest temperate increase in such a short time Ive ever seen on my station Sean Ill send it through ':,approval
b'Blow dryer ':,neutral
b'bowy this shit is kinda overwhelming me now tbh':,anger
b'Box some of that heat amp send it thru priority mail for me I sure could use it if the mailman can find my box under all this snow':,confusion
b'Breaking ice at the intersection of Union and Clinton':,neutral
b'Brilliant':,admiration
b'Brilliant was thinking of giving the grass its first cut ':,neutral
b'Bring it on ':,neutral
b'BTW Madam President Nice endorsement from George Will If HE endorses a Dem you know a lot of main':,admiration
b'Bugger Absolutely stumped as to whether to go tomorrow or not I was hoping itd start to clear up t':,disapproval
b'bummer I never would have believed that my package to would take a yr ':,curiosity
b'But overall I hear you We went to Smuttynose couple weeks ago and were pleased that theyre trying':,approval
b'can hear it thawing and dripping off the roof Its going to be very wet out there Thanks Kevin':,gratitude
b'Can only imagine':,neutral
b'Can we get some southern stream interaction this time ':,neutral
b'Cant wait ':,neutral
b'Cant wait for Spring to burst forth Although it is beautiful right now':,admiration
b'cant wait it will be nice to see it warmer':,admiration
b'Cefn Druids playing Denbigh since when ':,neutral
b'Cest officiel part les remarquer dans un redoux je ny connais rien aux moustiques ':,approval
b'Chaos':,neutral
b'Chicago ':,neutral
b'chill here in Ga deephil11 gemswinc WebGrrrrl Jade44 4 ABlotz MoreThymeBlog elegantdame sandarwai http t co UT2KKcJ2Q1':,neutral
b'Clearly I typed the previous on my phone extremely excited to post it':,excitement
b'Climate change is a hoax':,neutral
b'Cluck Sunday ShoutOuts JessRighthouse KoichicCheryl KathyGoodGirl MargaretSteib smjgourmet bohnkat catsim7 TrickerKeeTs':,anger
b'cluckin bar b que sauce bohnkat KathyGoodGirl catsim7 JessRighthouse KoichicCheryl MargaretSteib smjgourmet TrickerKeeTs':,neutral
b'COME TO MADISON MajesticMadison':,neutral
b'Costa sel Ayr':,neutral
b'Could definately see that theres alot of strong possible ships like them D':,curiosity
b'Crikey Matt where were you staying ':,neutral
b'damn skippy already got the burger meat on thaww':,neutral
b'Davina was really amazing there proud of her so much take care xxxdavid ':,admiration
b'Dear Yuki After careful review of ancient documents Frosty Frozen we can assure you your guys will ne':,neutral
b'Definitely agree Total head scratcher Was it trying to be funny Satire Even some pretty decent':,amusement
b'degrees and blowing snow TedLott preps to pedal home BikeG':,neutral
b'Delivery straight fromt dairy down Bruntsfield way ':,neutral
b'Denbigh game on then ':,neutral
b'Did it start ':,neutral
b'Did you ever get indoors with Ryan on NYE wait or were you pissed about not getting tea Im so confused':,curiosity
b'did you get to do any snow shoeing ':,curiosity
b'Did you read the article It says none of this argues against global warming and since the 195':,neutral
b'Did you tell him that the person who built the road would probably feel horrible because of the state':,neutral
b'Did you want to say something Sen AK Say it Amy Cory Kamala Kirsten I LOVE you all Kee':,love
b'Diolch I will be when head clears if I cant get out soon Im cracking open the wine ':,approval
b'disturbing ThreeLeggedGirl bohnkat KathyGoodGirl catsim7 JessRighthouse KoichicCheryl MargaretSteib smjgourmet TrickerKeeTs':,anger
b'Ditteridge between the A4 Box and Colerne Lots of driffting Thursday night village cut off Friday AM':,neutral
b'Do you plug your car in or do people still do that ':,curiosity
b'Do you think we will see more snow over the next couple of months ':,neutral
b'dont forget about the former queen of hell that he was fooling around with Bensozia Glasyas mother Hmm ':,neutral
b'Dont forget the floods ':,neutral
b'Dont get me started on that idiot And yes Poland central and western Europe going to get it ':,annoyance
b'Dont get too crazy Harrison or well have to release the hounds And by that of course we mean att':,neutral
b'Dont neglect those flip flops':,anger
b'Dont panic the flock any more please ':,neutral
b'Dont wirry next couple months goibg to be epic':,neutral
b'Dont you dare try to go if the roads are bad ':,anger
b'dont you mean 21st century ':,neutral
b'Dot never heard of her ':,neutral
b'Double figures It feels like a heatwave ':,approval
b'Dunnes in Ballyvolane was like a scene from the hunger games':,neutral
b'Dur dur la vie ':,neutral
b'Enjoy ':,joy
b'Enjoy Craig its certainly gorgeous outside isnt it ':,joy
b'Enjoy it has its own beauty ':,joy
b'enjoy the big easy Safe trip home':,joy
b'Enjoy x':,joy
b'Enjoy your day':,joy
b'Ennui Earth wobbles slightly on its axis as colonial readers all check Google simultaneously ':,neutral
b'Ephemeral quality of light slines WebGrrrrl Jade44 4 ABlotz MoreThymeBlog elegantdame sandarwai':,neutral
b'Errrrrrrrrrrrrrrrrrgh X':,neutral
b'Eventually in the near future all Arctic sea ice will be gone in September This will drastically chang':,neutral
b'Everyone posts cute doggos in the snow pics No one posts clearing up shit soup from the yard once the snow has m':,admiration
b'Except for Cruz and Cornyn Texas is a nice place to live 68 degrees today ':,admiration
b'Except for every other interesting thing about stamper':,neutral
b'Except for the darn wind Feels much nicer out ':,neutral
b'Exploiter Orb vs 1 Ember with 1 Ignis':,neutral
b'Extreme Ice Survey extremeice which he created following that story has for more than a decade been u':,neutral
b'Fab pic Yes lets hope some better weather to come ':,optimism
b'Fab pics again Paul':,neutral
b'Fab thanks Im going to screenshot this TurkeyTuesday':,gratitude
b'Fact is were going to get even more extreme weather events like this with climate change Yet pe':,neutral
b'Falkowski explains how people now get meth from Mexico and Interstate 35 is a direct connection betwe':,neutral
b'Feels like the longest amp coldest Winter ever Just neeeed heat now x':,neutral
b'Felix Diaz is advised by Al Haymon ':,neutral
b'Finally took my dog for a walk this morning in Hibbing still cold but felt good to be out Minnesotans are tough ':,admiration
b'Finally watched Ragnarok Very very good And not too much snow ':,admiration
b'Fingers crossed that the snow has gone so that we can play on Monday ':,neutral
b'Fingers crossed The Big Thaw arrives quickly ':,neutral
b'finnpoe finn is a workaholic who gets stuck out in the Country bc of a snowstorm poe has a ranch its tender lear':,neutral
b'first winter season for me was last year here i didnt feel the cold as much as i do now much':,approval
b'Flood warnings for todays high tide at 3pm':,admiration
b'Florida':,neutral
b'For a few minutes I was really confused thinking they meant Thor ':,confusion
b'For realz Im actually bored in crypto Crazy ':,neutral
b'for snow yes we have lots of it good for cross country skiing and snowmobiling':,admiration
b'For some reason I thought a pound of meat would make like six meatballs so I bought 2 pounds of meat and it turned':,neutral
b'for sure and if you ever heard of Aldi foods they have frozen food for cheap save ya some ':,neutral
b'Forget the windows I hope you stay inside writing your announcement that youre running for Presiden':,optimism
b'forgot to mention my new author photo MT m goetz A taxonomy of 30 something from The Big Chill to Togetherness http t co 3WHPMdniOP':,neutral
b'Fortunately indoors theres a plastic fitting on the lead out with one of those little inline valves in it so no rush o ':,neutral
b'forward to performing in The Big Thaw on Monday night at PubTheatre http t co TqOHdV3xdM':,neutral
b'From your mouth to His ears ':,neutral
b'Funny cuz when we were younger weed was WAY milder than it is now but back then I didnt need it for eye pain pressure ':,amusement
b'Funny how times change So many ppl used to just set meat on the counter to defrost it Only in the fridge for me TRUtailgating':,amusement
b'FYI Spartacus is in Time to make your move Please PLEASE run in 2020 ':,neutral
b'g n ral font penser un pastiche de serie b horrifique Assez rigolo de voir Rico et Sonny face la folie ambiant':,neutral
b'geh ins Gesch ft ':,neutral
b'Get a knew window you need one':,neutral
b'Get that thing in a Bacta tank and grill man I also love to smoke in the winter Good on ya and':,love
b'Getting ready for spring thunder chicken down here in Florida':,neutral
b'Girl i have no idea hlw you did it Me and my son were there in layers of clothes and face masks Co':,neutral
b'Glad Im not the only one with those feels ':,joy
b'Glad to hear the snow has not stopped you enjoying your zoomies Pipper Len has been rolling and eating':,joy
b'God bless Rose dalewell':,annoyance
b'God bless you for entertaining us while you froze tote arse off Heres to a fantastic 2018 bless yo':,curiosity
b'God I hope so ':,optimism
b'Golf content from an unlikely source Golf Digest ':,neutral
b'Gonna be floodtastic for the next few days ':,neutral
b'Good afternoon How are you Thanks for the RT':,gratitude
b'good job the Express paper isnt in the US Imagine the headlines ':,admiration
b'Good luck Stay warm Spring is almost here ':,optimism
b'Good luck with that hun It is getting better or so I read xx':,optimism
b'Good morning Adam just started to thaw was still snowing at 3am have a great Sunday hun ':,admiration
b'Good morning Derry Heres hoping the thaw will reach Ireland soon ':,admiration
b'Good morning hun yes going to be a right mess and all slushy horrible x':,admiration
b'Good morning Shannon Yes there is a thaw going on Had to have the roof shoveled since water was f':,admiration
b'Good morning Sunset Beautiful day 19 is not nice Did you get your snowshoes Have a nice Hike':,admiration
b'Good morning you lovely tweeps Hope all is well with you I am getting better Still a way to go But getting ther':,optimism
b'Good news all round then ':,admiration
b'Good stuff':,admiration
b'Good thinking Ill be calling on you next week if this water gets too much Haha ':,amusement
b'Good to now TurkeyTuesday':,admiration
b'Goof So I guess this will end up as one of your annual sickness times Btw U were great I felt ur freezing pain ':,admiration
b'Gorgeous Dee Beautiful colored sky gemswinc slines WebGrrrrl Jade44 4 ABlotz elegantdame sandarwai':,admiration
b'Got to be safe to stay healthy TRUtailgating':,neutral
b'Got you on speed dial Cheers Simon':,neutral
b'Gotta love an Australian winter for most places ':,love
b'Great graphic of the situation ':,admiration
b'Great job today Kate ':,admiration
b'great job We watched while working in the ER in Oklahoma Go warm up and get some sleep':,admiration
b'Great news driving lessons and test back to normal soon':,admiration
b'Great news now fix webcams please':,admiration
b'Great photo Helen ':,admiration
b'Great post Hope u thawed ok I know its soo cold up in there ':,optimism
b'Great seeing you tonight Happy New year ':,joy
b'Great shot looks like a very tidy build':,admiration
b'Great temp chart TRUtailgating':,admiration
b'Great to know OhioTalksTurkey':,admiration
b'Great to meet you today at the mumandworking awards And I meant to say I loved your dress A fun day ready for bed now ':,love
b'Great visual':,admiration
b'Great work by International Rescue The thaw is well under way Still very cold though ':,admiration
b'Grilled corn Thank you Ive been trying to think of a side for this weekend ':,gratitude
b'Guess you want meatballs ':,neutral
b'Gutter journalism':,admiration
b'ha ha':,curiosity
b'ha ha':,curiosity
b'Ha ha ':,curiosity
b'Ha No Its gonna freeze again Well have snow till about March April lol':,amusement
b'ha Yeah but in reality the whole northeast gonna have some flood issues probs ':,neutral
b'Haaaaaaa two more bedroom cupboards sorta packed another full of Maleficent Wicked Queen and Fairy G':,neutral
b'Had a bunch of snow and ice build up in the wheels Winter can be over as soon as possible ':,neutral
b'Had ice on our bedroom windows the last few days This 4 degree heat wave is wonderful ':,neutral
b'Had soooo much snow but now rapidly thawing This orchid was photographed last summer Hopefully a remind':,neutral
b'Haha ':,amusement
b'Haha to be fair the rest of the place was amazing And it was a very old house Thank you ':,gratitude
b'Haha we are hoping to run the scheduled service Sunday Thanks have a great weekend too KB':,gratitude
b'Hammering down with snow in Dundee right now cannatakeanymore':,neutral
b'Hang in there Siku 7':,neutral
b'Happy 2018 Jenny amp DonnieWahlberg Love To You Both ':,joy
b'Happy anniversary lovely peeps xx':,joy
b'Happy anniversary my man Have a good one ':,joy
b'Happy Anniversary to you both But Matt seriously Your lovely Missus deserves a better window fram':,joy
b'happy happy happy Two 1 2 more years of this winter stuff ':,joy
b'Happy Monday Sarge':,joy
b'Happy New year':,joy
b'Happy New Year ':,joy
b'Happy New Year ':,joy
b'Happy New Year and I hope 2018 is great for us all Thank you for braving the weather for our enjoyment ':,optimism
b'Happy New Year BHLove':,joy
b'Happy New Year Feliz a o from Spain ':,joy
b'Happy new year it was awesom':,joy
b'HAPPY NEW YEAR JENNY':,joy
b'Happy new year jenny ':,joy
b'Happy New Year Jenny ':,joy
b'Happy New Year Jenny As always you looked beautiful even if you were half frozen ':,admiration
b'Happy new year Jenny Awww':,joy
b'Happy New Year JennyMcCarthy':,joy
b'Happy New Year to you and DonnieWahlberg Loved the show tonight Go home and keep each other warm ':,joy
b'HAPPY New Year to you and the family':,joy
b'Happy New Year to you DonnieWahlberg and your family':,joy
b'Happy New Year to you Go get warm amp thaw out ':,joy
b'Hardy midwest souls ':,amusement
b'Have a beer for me ':,neutral
b'Have done Once we dug through the snow to find it ':,approval
b'Have fun with that ':,amusement
b'Have ordered an ark just in case mind TT ':,neutral
b'Have you got snow vacs Blocko ':,neutral
b'Have you nothing better to do ':,curiosity
b'He deserves one Absolute hero Tell him we really appreciate him ':,admiration
b'Headed back to Ink 48 tomorrow night ':,neutral
b'Heat wave ':,neutral
b'Heatwave by Friday ':,neutral
b'Hello handsome Sgt William I sure hope youre right enough of the frigid temperatures A big thaw is welcome by me ':,optimism
b'help us get this message out EDP24 EADT24 lincsechonews LincsFM GrimsbyTel Bedford Citizen BBCNorfolk':,neutral
b'Heres hoping the temps rise and the snow disappears quickly Jane ':,neutral
b'Heres how Raul Castro and Obama explained the big U S Cuba diplomatic thaw http t co got8LOqRUZ via SpeedReads ':,neutral
b'Hes been freezing his little knackers off ':,neutral
b'Hes ecstatic I can tell ':,neutral
b'HES NOT THE ONLY ONE ENOUGH IS ENOUGH OF WINTER OH CUTE PONY ':,admiration
b'Hey frosted windows are all the rage Im sitting right next to one Crazy weather 33 on Thursday 60 on Monday ':,neutral
b'Hey Jo sorry missed this somehow well play it this morning between 7 amp 7 30 Mountain Keep':,remorse
b'Hey sis Have a great day ':,admiration
b'Hi Amy Looks like the weather isnt the only thing getting warmer Hoping you have a productive day ':,neutral
b'Hi beautiful Have a great day I can see you have found your sub spot ':,admiration
b'Hi can you DM me your full name full address and post code and Ill have a look into this for you ':,neutral
b'Hi Claire weve had an engineer assess the leak amp he has requested for a team to repair this as so':,neutral
b'Hi For the Big 11oz Burritos if product is frozen microwave about 6 minutes flip every 2 minutes i':,neutral
b'Hi Joanne Been out of touch a day or two Glad youre on the mend again Lets keep going in that direction ':,joy
b'Hi Lucy youre welcome were pleased to hear youve been able to rearrange your trip We look forw':,annoyance
b'Hi Lulu yes please snow go away I did enjoy my few days off work but I need to go outside ':,joy
b'Hi Richard Oh dear Im sorry about this Can you let me know which store in Exeter this is so I can':,remorse
b'Hi sis lasting way too long have a good day too x':,admiration
b'HI Steve I have not been notified of any closed pitches so I presume they are open as usual Fingers crossed Jules ':,confusion
b'Hi Sue sorry to see youve no water pressure Could you DM your address amp contact number please Thanks Sharon':,remorse
b'Hi we are hoping to run a full service tomorrow EC':,neutral
b'Hi we are making plans for the end of next week probably Thursday but not confirmed yet We will keep you updated ':,neutral
b'Hi yes we are thx pls call shop or try our app ':,neutral
b'Hidden dog poos ':,neutral
b'High tomorrow in Michigan is going to be 39 Swimming weather ':,neutral
b'Hip hip I can get back out without the fear of slipping and breaking a bone Osteoperosis':,neutral
b'Hmm ':,neutral
b'Hmm I dont know Emmas and then they all have to kiss her and Regina is the one to un freeze her agirlcandream':,neutral
b'Hmmmm dunno Back O Skiddaw has its own weather climate ':,neutral
b'Hope the big thaw has started for you Kim ':,optimism
b'Hope we can dig out this morning ':,optimism
b'Hope you and your family are safe and didnt loose power ':,optimism
b'Hope you have a blinder ':,optimism
b'Hope youre toasty warm now you were a trooper keeping the smiles going in the Arctic weather HappyNewYear':,optimism
b'Hopefully tomorrow about 1 30pm at Tinto Planning to skin up and ski down Forecast is decent Ho':,neutral
b'Hopefully we can all afford to buy short sleeves using our tax advantaged savings accounts ':,neutral
b'How biblical':,curiosity
b'How long does it take to thaw if you kept in in the fridge ':,curiosity
b'how was the descent off stanage edge ':,curiosity
b'Hugs xx':,neutral
b'Hurry up ':,neutral
b'Hydro power Ill build an ark ':,annoyance
b'I actually have used all of these methods amp I carry a cooler and ice when picking up my meat grillmasters TRUtailgating':,approval
b'I agree ':,approval
b'I agree Frances Picked up a big pack from Costco for tonight ':,approval
b'I also spotted a Robin today at the Brickworks I have posted it on Instagram stacyirvinehealth Spring ':,approval
b'I always worry Ill forget to take it out of the freezer TurkeyTuesday':,neutral
b'I am always careful about contamination I remember years ago we didnt worry or know about it Grillmasters TRUtailgating':,confusion
b'I am going to screens hot this tweet so I have the info to hand closer to the big day x TurkeyTuesday':,neutral
b'I am so ashamed that Donald Trump is the President of the United States His vitriol his cruelty and his ignoranc':,sadness
b'I am so IMPRESSED Stay warm amp SAFE Thank you Everyone who is Helping our Water Land and Future Protectors NoDAPL ':,gratitude
b'I apparently dont even have dogs Elephants And the hosepipe is still frozen for extra shit soup joy ':,annoyance
b'I believe you Been there have seen that Buffalo blizzards shoved snow PAST our storm windows into':,neutral
b'I believe you my house is the same ':,approval
b'I bet DonnieWahlberg could warm you up ':,neutral
b'I bet the junxtaposition of stepping out of the domes into snow was quite impressive Also see you i':,neutral
b'I call it Success Da ist mir die andere Ausgabe auch schon egal Hauptsache der Inhalt stimmt ':,anger
b'I can hear it now Izzy Pay attention Ill show you who can make some exquisite toast eh Sonny':,neutral
b'I cant imagine living in your neck of the woods year round Im in NYC and its a rarity for the t':,neutral
b'I cant think of the series ending any other way but Bigg Freeze Up River still comes before it for me':,neutral
b'I consider it a 1 2 That is it leaks 1 2 gallon of hydraulic oil a week when using it Not bad for an 85 model ':,neutral
b'I Costco They always get in the nicest quality of cooking pans and dishes ':,neutral
b'i could live without the big one though its annoying ':,approval
b'I do believe winter would be more dangerous but spring and summer would be more nauseating ':,curiosity
b'I dont know now i am still questioning Taes character is it dominance or jealously ':,confusion
b'I feel like thats nearly a compliment considering your opinion of humanity in general ':,approval
b'I feel like weve survived something Congratulate yourself by not going for a run ':,disapproval
b'I felt so bad for you last night you looked soooo cold DonnieWahlberg looked like he was trying':,approval
b'I freeze my big batches of soups and chilis too only takes an 15 to 20 minutes to thaw if its one':,neutral
b'I give them mom permission to postpone the game ':,anger
b'I got to watched it even though I have been sick':,approval
b'I have been retweeting others FBR parties Slow day for me today so Im having one of my own Im trying to get t':,approval
b'I have scaled back my todays high temperature forecast 40 to 45 for two reasons 1 There is actually more snow':,neutral
b'I hope it comes soon We had a short warm up but back to cold temps this week ':,optimism
b'I hope you dont repeat the joke to many times on your breakfast show ':,optimism
b'I hope you have a fab visit with us today Amy':,optimism
b'I hope your thaw tweets dont cause you too much dithcomfort ':,optimism
b'I join you in shame Honestly looking for the nearest rock to crawl under':,neutral
b'I just raked it all up scooped up the leaves et all wearing work gloves that promptly got hosed off':,neutral
b'I kinda wish CBS would find a way to air all three shows finales on the same night As it is H50s fin':,desire
b'I know He said at one point he had to walk with the kit the best part of a mile because they c':,neutral
b'I know I missed out on all the weather fun ':,amusement
b'I know Im struggling with that too ':,neutral
b'I love it ms Danielle and last night I put a math question about your forecast in my question book':,love
b'I love the knot work patterns on your pens ':,love
b'I m ms DanielleBreezy I m about ready to take off this heavy coat ':,neutral
b'I m sure u thawed out by now ':,neutral
b'I mean so many of the details are spot on Love it ':,love
b'I miss living in Minnesota Loved Spring Lake Park when I lived there as a kid Stay warm ':,love
b'I never knew that snow was frozen water ':,neutral
b'I prefer the fresh ones And I spend a little extra for ones that can play those horn things and balance a':,neutral
b'I promise Spring is around the corner Hang in there ':,neutral
b'I saw a little patch of green next to the house in Maine but we still have weeks to go before mud season ':,neutral
b'I say run in 4 more years ':,neutral
b'I see from the weather report on my phone that Minnesota is predicated to have more snow in the coming days ':,neutral
b'I suppose the question is Is there more dog poo now than there would have been wolf poo before Toronto existed probably ':,curiosity
b'I thaw you this morning Look nice in blue ':,admiration
b'I thawght I thaw that alright ':,realization
b'I think I used my credit debit card to buy things in the 20th century ':,neutral
b'I think Mother Nature is a girl cus we from Thunderstorms to Snow then to Sun She cant make up her mind lol':,amusement
b'I think so too ':,neutral
b'I think you might be right Be careful there might be a yeti hiding in there ':,neutral
b'I think your mood regarding severe weather is like this http t co UoK3fIDppI':,admiration
b'I think youre right Serg X':,neutral
b'I thought Amir Imam was as well':,neutral
b'I thought it was cold when I did the marathon in 97 just a hard frost then this is to cold ':,neutral
